qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0036520957946777344,0.005991220474243164,0.0053408145904541016,0.005221843719482422,0.005208015441894531,0.005515098571777344,0.0026612281799316406
0.003699064254760742,0.006376981735229492,0.005884885787963867,0.005314826965332031,0.0053598880767822266,0.005482912063598633,0.002660989761352539
0.003587961196899414,0.0057642459869384766,0.005051136016845703,0.005343914031982422,0.0053539276123046875,0.005502939224243164,0.0026717185974121094
0.0038509368896484375,0.005526065826416016,0.005310773849487305,0.006440877914428711,0.0053060054779052734,0.005473136901855469,0.0026731491088867188
0.004014253616333008,0.005379915237426758,0.0055179595947265625,0.0052051544189453125,0.005721092224121094,0.0056378841400146484,0.0028078556060791016
0.003715038299560547,0.005657196044921875,0.005501985549926758,0.005609989166259766,0.00583195686340332,0.005527973175048828,0.0026781558990478516
0.004115104675292969,0.005346775054931641,0.005302906036376953,0.005591869354248047,0.005588054656982422,0.005415201187133789,0.002657175064086914
0.003621816635131836,0.0057010650634765625,0.005596160888671875,0.0053119659423828125,0.005448818206787109,0.005579948425292969,0.002663135528564453
0.003545045852661133,0.005446195602416992,0.0048749446868896484,0.0052258968353271484,0.005545139312744141,0.005708932876586914,0.0026612281799316406
0.0037729740142822266,0.005026102066040039,0.0052928924560546875,0.005209922790527344,0.005584001541137695,0.005402326583862305,0.0026617050170898438
0.003785371780395508,0.00544285774230957,0.005316734313964844,0.00540614128112793,0.005329132080078125,0.005541086196899414,0.002663135528564453
0.00396275520324707,0.005824089050292969,0.005517244338989258,0.005053043365478516,0.005341053009033203,0.005383968353271484,0.0026481151580810547
0.003831148147583008,0.005841970443725586,0.005442142486572266,0.005197048187255859,0.005251169204711914,0.005453824996948242,0.0026581287384033203
0.003866910934448242,0.005635976791381836,0.005203962326049805,0.005920886993408203,0.0053060054779052734,0.005455970764160156,0.0026597976684570312
0.003886699676513672,0.005656003952026367,0.005207061767578125,0.0052642822265625,0.0058019161224365234,0.005472660064697266,0.002674102783203125
0.0036432743072509766,0.00537109375,0.00528407096862793,0.005316019058227539,0.005291938781738281,0.005445957183837891,0.002669811248779297
0.003931760787963867,0.00533604621887207,0.0049648284912109375,0.006067991256713867,0.00549626350402832,0.005491971969604492,0.002672910690307617
0.003814220428466797,0.005151987075805664,0.00516200065612793,0.005397796630859375,0.005350828170776367,0.005599021911621094,0.002664804458618164
0.0037958621978759766,0.005197048187255859,0.0055539608001708984,0.005220890045166016,0.0054018497467041016,0.005453824996948242,0.0026559829711914062
0.003863096237182617,0.005632877349853516,0.0054988861083984375,0.005177974700927734,0.005201816558837891,0.0053920745849609375,0.0027709007263183594
0.003916740417480469,0.005365610122680664,0.0054438114166259766,0.005767822265625,0.005221128463745117,0.005529642105102539,0.0026597976684570312
0.0038721561431884766,0.005501985549926758,0.005362987518310547,0.004887104034423828,0.005636930465698242,0.005486011505126953,0.00267791748046875
0.0034918785095214844,0.005425930023193359,0.00555419921875,0.00586700439453125,0.005450010299682617,0.005436897277832031,0.002650022506713867
0.003969907760620117,0.00532078742980957,0.00551295280456543,0.0056591033935546875,0.005677938461303711,0.005784034729003906,0.002691030502319336
0.003921031951904297,0.005391120910644531,0.005712032318115234,0.005485057830810547,0.005493879318237305,0.0055768489837646484,0.0026581287384033203
0.003689289093017578,0.0057680606842041016,0.0055370330810546875,0.00568389892578125,0.005333900451660156,0.00545191764831543,0.0026459693908691406
0.003810882568359375,0.005093097686767578,0.005209207534790039,0.005541801452636719,0.00539398193359375,0.0054111480712890625,0.002651214599609375
0.003954172134399414,0.0052950382232666016,0.00515294075012207,0.005259990692138672,0.0052988529205322266,0.005582094192504883,0.002668142318725586
0.003869771957397461,0.005589962005615234,0.0055828094482421875,0.005269050598144531,0.005377054214477539,0.0054738521575927734,0.0026619434356689453
0.003940105438232422,0.0053119659423828125,0.005272865295410156,0.005513906478881836,0.005250692367553711,0.005470991134643555,0.0026438236236572266
0.0035970211029052734,0.00551605224609375,0.005197048187255859,0.005537748336791992,0.005300045013427734,0.005533933639526367,0.002880096435546875
0.0037801265716552734,0.0053632259368896484,0.005361795425415039,0.00609588623046875,0.005307197570800781,0.005486726760864258,0.0026628971099853516
0.004111766815185547,0.005589962005615234,0.0052149295806884766,0.005331993103027344,0.005927085876464844,0.005468130111694336,0.0026671886444091797
0.0037660598754882812,0.005319833755493164,0.005566835403442383,0.00521397590637207,0.005446910858154297,0.00556492805480957,0.002655029296875
0.0036962032318115234,0.005232095718383789,0.005400896072387695,0.00513005256652832,0.00531315803527832,0.005361080169677734,0.0028638839721679688
0.0037996768951416016,0.005342960357666016,0.0052318572998046875,0.005224943161010742,0.005516767501831055,0.005506992340087891,0.002674102783203125
0.004084110260009766,0.005450010299682617,0.00523686408996582,0.005388021469116211,0.005261898040771484,0.005347728729248047,0.0026786327362060547
0.003593921661376953,0.0061719417572021484,0.0055942535400390625,0.005262136459350586,0.00558781623840332,0.00564885139465332,0.0026509761810302734
0.003612995147705078,0.005189180374145508,0.005505084991455078,0.0053980350494384766,0.005230903625488281,0.0054700374603271484,0.0026788711547851562
0.003676891326904297,0.0054018497467041016,0.005449056625366211,0.004992961883544922,0.005259037017822266,0.005449056625366211,0.0026671886444091797
0.0036199092864990234,0.0052869319915771484,0.005470991134643555,0.006426095962524414,0.0053119659423828125,0.00548100471496582,0.002663135528564453
0.004006862640380859,0.0053822994232177734,0.00531005859375,0.005841255187988281,0.005572080612182617,0.005388021469116211,0.0026607513427734375
0.0039098262786865234,0.005517005920410156,0.005318880081176758,0.00523686408996582,0.005352973937988281,0.0057220458984375,0.002832174301147461
0.003763914108276367,0.0051441192626953125,0.005391120910644531,0.005374908447265625,0.005529880523681641,0.005366086959838867,0.002679109573364258
0.00380706787109375,0.005494117736816406,0.005729198455810547,0.005042314529418945,0.005324840545654297,0.0055999755859375,0.0026488304138183594
0.003709077835083008,0.005240917205810547,0.005614042282104492,0.005562782287597656,0.0054531097412109375,0.00539708137512207,0.0026586055755615234
0.003735780715942383,0.00541377067565918,0.005499839782714844,0.005623817443847656,0.005269050598144531,0.005506038665771484,0.002663135528564453
0.0038461685180664062,0.005346059799194336,0.005115985870361328,0.005375862121582031,0.00534820556640625,0.005464076995849609,0.0026450157165527344
0.003822803497314453,0.005505084991455078,0.005079030990600586,0.005561113357543945,0.0054819583892822266,0.005608081817626953,0.0026590824127197266
0.003814220428466797,0.0054318904876708984,0.005768775939941406,0.005274057388305664,0.00543522834777832,0.005388021469116211,0.002889871597290039
0.003651142120361328,0.0054721832275390625,0.005474090576171875,0.005309104919433594,0.005546092987060547,0.005547046661376953,0.002671957015991211
0.0036559104919433594,0.0052738189697265625,0.0053310394287109375,0.0052869319915771484,0.005143165588378906,0.005920886993408203,0.002688169479370117
